Title,Topic,Subtopic,Year of the map,Description,link
Germany (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Germany.png
Hesse (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Hesse.png
Lower saxony and Bremen (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Lower%20saxony_Bremen.png
Mecklenburg-Vorpommern (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Mecklenburg-Vorpommern.png
North Rhine-Westphalia (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_North%20Rhine-Westphalia.png
Rhinland-Palatinate (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Rhinland-Palatinate.png
Saarland (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Saarland.png
Saxony (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Saxony.png
Saxony-Anhalt (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Saxony-Anhalt.png
Schleswig-Holstein (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Schleswig-Holstein.png
Thuringia (DE),Rural Development Programmes (RDP),DE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/DE_Thuringia.png
Czech Republic (CZ),Rural Development Programmes (RDP),CZ,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CZ_Czech%20Republic.png
Cyprus (CY),Rural Development Programmes (RDP),CY,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/CY_Cyprus.png
Bulgaria (BG),Rural Development Programmes (RDP),BG,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BG_Bulgaria.png
Flanders (BE),Rural Development Programmes (RDP),BE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BE_Flanders.png
Wallonia (BE),Rural Development Programmes (RDP),BE,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/BE_Wallonia.png
Austria (AT),Rural Development Programmes (RDP),AT,2015,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/AT_Austria.png
C17 Population density,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C17%20Population%20density.jpg
C18 Age structure,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C18%20Age%20structure.jpg
C21 Change in long term unemployment rate 2006-2010,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Change%20in%20long%20term%20unemployment%20rate%202006-2010.jpg
C21 Long term unemployment,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Long%20term%20unemployment.jpg
O1 Change in economic development '2001'- '2007',Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O1%20Change%20in%20economic%20development%20'2001'-%20'2007'.jpg
O1 Economic development,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O1%20Economic%20development.jpg
O2 Change in employment rate 2007-2010,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Change%20in%20employment%20rate%202007-2010.jpg
O2 Employment rate,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Employment%20rate.jpg
O3 Change in unemployment rate 2005-2008,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%20rate%202005-2008.jpg
O3 Change in unemployment rate 2005-2009,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%20rate%202005-2009.jpg
O3 Change in unemployment rate 2008-2009,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%20rate%202008-2009.jpg
O3 Unemployment,Rural Development Report,Socio-economic situation of rural areas,2011,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202011%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Unemployment.jpg
Change in  economic development 2005-2008,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O1%20Change%20in%20%20economic%20development%202005-2008.gif
Change in employment rate 2007-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Change%20in%20employment%20rate%202007-2011.gif
Change in employment rate 2008-2010,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Change%20in%20employment%20rate%202008-2010.gif
Change in employment rate 2010-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Change%20in%20employment%20rate%202010-2011.gif
Change in long-term unemployment (perc. tot. unempl) 08-11,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Change%20in%20long-term%20unemployment%20(perc.%20tot.%20unempl)%2008-11.gif
Change in long-term unemployment rate 2007-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Change%20in%20long-term%20unemployment%20rate%202007-2011.gif
Change in long-term unemployment rate 2008-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Change%20in%20long-term%20unemployment%20rate%202008-2011.gif
Change in unemployment 2007-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%202007-2011.gif
Change in unemployment 2008-2010,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%202008-2010.gif
Change in unemployment 2010-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%202010-2011.gif
Change in unemployment rate 2007-2011,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Change%20in%20unemployment%20rate%202007-2011.gif
Context 17 - Population density 2010,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20indicators%20-%20C17%20Population%20density.gif
Context 18 - Age structure,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20indicators%20-%20C18%20Age%20structure%20-%20old-age%20dependency%20ratio.gif
Context 18 - Age structure,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20indicators%20-%20C18%20Age%20structure%20-%20old-young%20population%20ratio.gif
Context 18 - Age structure - old-age dependency ratio,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C18%20Age%20structure%20-%20old-age%20dependency%20ratio.gif
Context 18 - Age structure - old-young population ratio,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C18%20Age%20structure%20-%20old-young%20population%20ratio.gif
Context 21 - Long-term unemployment 2011 (as percentage of total unemployment),Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Long-term%20unemployment%202011%20(as%20percentage%20of%20total%20unemployment).gif
Context 21 - Long-term unemployment rate 2011 (as percentage of active population),Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20C21%20Long-term%20unemployment%20rate.gif
Objective 1 - Economic development,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O1%20Economic%20Development.gif
Objective 2 - Employment rate,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O2%20Employment%20rate.gif
Objective 3 - Unemployment rate,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Unemployment.gif
Objective 3 - Unemployment rate 2009,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Unemployment%202009.gif
Objective 3 - Unemployment rate 2010,Rural Development Report,Socio-economic situation of rural areas,2012,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202012%20-%20Socio-economic%20situation%20in%20rural%20areas%20-%20O3%20Unemployment%202010.gif
Change in economic development 2006-2009,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O1%20Change%20in%20economic%20development%202006-2009.gif
Change in employment rate 2008-2010,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O2%20Change%20in%20employment%20rate%202008-2010.gif
Change in employment rate 2010-2012,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O2%20Change%20in%20employment%20rate%202010-2012.gif
Change in long-term unemployment (as percentage of total unemployment,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C21%20Change%20in%20long-term%20unemployment%20(as%20percentage%20of%20total%20unemployment).gif
Change in long-term unemployment rate (as percentage of active population),Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C21%20Change%20in%20long-term%20unemployment%20rate%20(as%20percentage%20of%20active%20population).gif
Change in unemployment rate 2008-2010,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O3%20Change%20in%20unemployment%20rate%202008-2010.gif
Change in unemployment rate 2010-2012,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O3%20Change%20in%20unemployment%20rate%202010-2012.gif
Context 17 - Population density 2011,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C17%20Population%20density.gif
Context 18 - Age structure - old-age dependency ratio,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C18%20Age%20structure%20-%20old-age%20dependency%20ratio.gif
Context 18 - Age structure - old-young population ratio,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C18%20Age%20structure%20-%20old-young%20population%20ratio.gif
Context 21 - Long-term unemployment (as percentage of total unemployment),Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C21%20Long-term%20unemployment%20(as%20percentage%20of%20total%20unemployment).gif
Context 21 - Long-term unemployment rate (as percentage of active population),Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20C21%20Long-term%20unemployment%20rate%20(as%20percentage%20of%20active%20population).gif
Objective 1 - Economic development,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O1%20Economic%20development.gif
Objective 2 - Employment rate,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O2%20Employment%20rate.gif
Objective 3 - Unemployment rate,Rural Development Report,Socio-economic situation of rural areas,2013,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/RDR%202013%20-%20Socio-economic%20indicators%20-%20O3%20Unemployment%20rate.gif
C01 - Total population,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C01%20-%20Total%20population.gif
C02 - Age structure 2013 - Old-age dependency ratio,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C02%20-%20Age%20structure%202013%20-%20Old-age%20dependency%20ratio.gif
C02 - Age structure 2013 - Young old population ratio,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C02%20-%20Age%20structure%202013%20-%20Young_old%20population%20ratio.gif
C03 - Territory - Importance of rural areas - Territory 2013,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C03%20-%20Territory%20-%20Importance%20of%20rural%20areas%20-%20Territory%202013.gif
C03 - Territory - Urban-rural typology NUTS3,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C03%20-%20Territory%20-%20Urban-rural%20typology%20NUTS3.gif
C04 - Population density,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C04%20-%20Population%20density.gif
C05 - Change in employment rate 2009-2011 (15-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Change%20in%20employment%20rate%202009-2011%20(15-64%20years%20old).gif
C05 - Change in employment rate 2009-2011 (20-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Change%20in%20employment%20rate%202009-2011%20(20-64%20years%20old).gif
C05 - Change in employment rate 2011-2013 (15-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Change%20in%20employment%20rate%202011-2013%20(15-64%20years%20old).gif
C05 - Change in employment rate 2011-2013 (20-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Change%20in%20employment%20rate%202011-2013%20(20-64%20years%20old).gif
C05 - Employment rate 2013 - Employed persons-Total population (15-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Employment%20rate%202013%20-%20Employed%20persons-Total%20population%20(15-64%20years%20old).gif
C05 - Employment rate 2013 - Employed persons-Total population (20-64 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20Employment%20rate%202013%20-%20Employed%20persons-Total%20population%20(20-64%20years%20old).gif
C06 - Change in self-employment 2008-2013,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C06%20-%20Change%20in%20self-employment%202008-2013.gif
C07 - Change in unemployment rate 2009-2011,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Change%20in%20unemployment%20rate%202009-2011.gif
C07 - Change in unemployment rate 2011-2013,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Change%20in%20unemployment%20rate%202011-2013.gif
C07 - Unemployment rate 2013 - Unemployed persons-Active population (15-74 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Unemployment%20rate%202013%20-%20Unemployed%20persons-Active%20population%20(15-74%20years%20old).gif
C07 - Youth unemployed persons - Youth active population (15-24 years old),Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Youth%20unemployed%20persons%20-%20Youth%20active%20population%20(15-24%20years%20old).gif
C08 - Change in economic development 2007-2010,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C08%20-%20Change%20in%20economic%20development%202007-2010.gif
C08 - Economic development - Average 2009 to 2011,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C08%20-%20Economic%20development%20-%20Average%202009%20to%202011.gif
C09 - People at-risk-of poverty or social exclusion 2012,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C09%20-%20People%20at-risk-of%20poverty%20or%20social%20exclusion%202012.gif
C12 - Labour productivity in 2011,Rural Development Report,Socio-economic indicators,2014,,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C12%20-%20Labour%20productivity%20in%202011.gif
Age structure 2014 - Old-age dependency ratio,Rural Development Report,Socio-economic indicators,2015,"Old-age dependency ration (population aged 65 and more / population aged 15-64) 
(per 100 inhabitants)",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C02%20-%20Age%20structure%202014%20-%20Old-age%20dependency%20ratio.gif
Age structure 2014 - young_old population ratio,Rural Development Report,Socio-economic indicators,2015,"Young/old population ratio (population aged 0-14 / population aged 65 and more)
(per 100 inhabitants)",https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C02%20-%20Age%20structure%202014%20-%20young_old%20population%20ratio.gif
Change in economic development 2008-2011,Rural Development Report,Socio-economic indicators,2015,Change in economic development 2008-2011: positive and negative evolution,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C08%20-%20Change%20in%20economic%20development%202008-2011.gif
Change in employment rate 2010-2012 (15-64 years old),Rural Development Report,Socio-economic indicators,2015,Change in employment rate 2010-2012 (15-64 years old) in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20%20change%20in%20employment%20rate%202010-2012%20(15-64%20years%20old).gif
Change in employment rate 2010-2012 (20-64 years old),Rural Development Report,Socio-economic indicators,2015,Change in employment rate 2010-2012 (20-64 years old) (in % points),https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20%20change%20in%20employment%20rate%202010-2012%20(20-64%20years%20old).gif
Change in employment rate 2012-2014 (15-64 years old),Rural Development Report,Socio-economic indicators,2015,Change in employment rate 2012-2014 (15-64 years old) in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20%20change%20in%20employment%20rate%202012-2014%20(15-64%20years%20old).gif
Change in employment rate 2012-2014 (20-64 years old),Rural Development Report,Socio-economic indicators,2015,Change in employment rate 2012-2014 (20-64 years old) in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C05%20-%20%20change%20in%20employment%20rate%202012-2014%20(20-64%20years%20old).gif
Change in self-employment 2009-2014,Rural Development Report,Socio-economic indicators,2015,Change in the number of self-employed (15-64 years old) in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C06%20-%20Change%20in%20self-employment%202009-2014.gif
Change in unemployment rate 2010-2012,Rural Development Report,Socio-economic indicators,2015,Change in unemployment rate 2010-2012 in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Change%20in%20unemployment%20rate%202010-2012.gif
Change in unemployment rate 2012-2014,Rural Development Report,Socio-economic indicators,2015,Change in unemployment rate 2012-2014 in % points,https://eceuropaeu.sharepoint.com/sites/KNB-AGRI-GIS-Map-Catalogue/GISMC_all%20maps/C07%20-%20Change%20in%20unemployment%20rate%202012-2014.gif
